Year,Latitude,Longitude
1977,-60.27,-29.19
1822,-39.38,-116.53
1875,-52.24,0.0
1858,32.95,69.89
1914,-40.99,-29.82
1893,-40.99,-123.55
1934,-23.31,-90.0
1972,-23.31,-88.25
1917,18.48,-30.42
1920,-29.74,-107.08
1868,-15.27,17.5
1992,13.66,38.81
1998,-29.74,-31.38
1973,-0.8,-103.66
1840,-44.2,80.5
1808,-60.27,-29.19
1941,-29.74,-31.38
1864,37.78,-144.41
1897,-40.99,4.26
2011,-4.02,74.73
1821,-31.35,-73.51
1913,-31.35,-73.51
1958,-36.17,-59.67
1984,-42.59,87.27
1908,-21.7,-73.56
1908,12.05,77.26
1846,-13.66,-80.09
1819,-31.35,-73.51
1904,8.84,-13.78
1878,-44.2,-125.22
1873,-37.78,-111.86
1849,-23.31,-72.52
1889,-34.56,-70.05
1966,15.27,47.5
1953,-29.74,-31.38
2010,-4.02,74.73
1925,-28.13,-77.27
1949,13.66,38.81
1757,-50.63,-31.69
1907,-36.17,-139.23
1990,-23.31,-88.25
1945,-15.27,-32.5
1845,-24.92,-67.39
1895,-39.38,-33.29
2000,37.78,-144.41
1905,-4.02,74.73
1984,-32.95,6.7
1963,29.74,-31.38
1866,-29.74,-114.46
1950,-34.56,-136.22
1913,-36.17,-117.35
1897,-21.7,-73.56
1815,-21.7,-73.56
1932,-31.35,-30.16
1921,20.09,44.36
1970,-15.27,17.5
1950,-8.84,-38.11
1933,-20.09,98.96
1900,-31.35,-73.51
1928,-29.74,-31.38
1815,-49.03,-2.45
1776,-42.59,87.27
1853,-36.17,-117.35
1894,-45.81,72.69
1840,-39.38,-116.53
1905,-39.38,-116.53
1884,-15.27,-120.83
1794,-52.24,-13.14
1902,-36.17,-139.23
1915,-13.66,-80.09
1875,-23.31,-112.72
1889,-24.92,-46.11
1805,-44.2,80.5
1938,-13.66,-99.91
1973,-24.92,-46.11
1863,-39.38,-116.53
1949,32.95,-18.19
1948,-23.31,-90.0
1953,4.02,40.98
1909,-39.38,-33.29
1908,8.84,-13.78
1863,-40.99,-29.82
1964,-39.38,-116.53
2005,34.56,-151.78
1870,-4.02,76.34
1957,23.31,46.31
1884,-26.52,-75.22
1776,-39.38,-33.29
1961,-31.35,-30.16
2012,-12.05,-77.26
1913,-21.7,-78.75
1921,-24.92,-122.36
1989,-50.63,-31.69
1887,-49.03,-2.45
2010,34.56,-151.78
1895,-21.7,-73.56
1802,-23.31,-88.25
1934,-39.38,-116.53
1950,-40.99,74.56
1985,-55.45,-36.85
1969,8.84,-13.78
1987,-31.35,-73.51
1818,-40.99,4.26
1933,-40.99,4.26
1911,-12.05,-8.22
1863,-34.56,-108.97
1917,-8.84,-38.11
1962,-16.87,-78.7
1911,20.09,44.36
1906,-31.35,-120.63
1992,-40.99,74.56
1925,-39.38,-116.53
1857,-44.2,80.5
1850,-15.27,-120.83
2001,-49.03,-2.45
1888,-10.45,-107.18
1942,-44.2,-125.22
1781,-55.45,-36.85
1966,32.95,69.89
1985,-29.74,-31.38
1855,34.56,-151.78
1862,-36.17,-59.67
1914,-36.17,-139.23
1948,-26.52,-80.6
1818,-18.48,-74.37
1901,-5.63,3.23
1975,-21.7,-73.56
1886,32.95,-18.19
1898,-28.13,-77.27
1799,-26.52,-75.22
2011,-15.27,-120.83
1902,7.23,-39.73
1772,-44.2,80.5
1894,-45.81,-125.77
1912,-34.56,-108.97
1825,-26.52,-75.22
1943,13.66,38.81
1877,-40.99,74.56
1950,-36.17,-139.23
1840,-28.13,-77.27
1977,-31.35,-120.63
1919,-21.7,-78.75
1911,-12.05,-8.22
1886,-42.59,87.27
1991,4.02,40.98
1926,-39.38,-120.69
1914,-29.74,-31.38
1936,-28.13,-77.27
1951,-7.23,-4.05
1988,0.8,-36.16
2013,12.05,77.26
1847,-31.35,-73.51
1937,-52.24,0.0
1973,-15.27,17.5
1932,-52.24,0.0
1875,-37.78,-111.86
1890,-31.35,-73.51
1769,-55.45,-36.85
1865,-36.17,-139.23
1887,-29.74,-107.08
1889,-40.99,4.26
1923,-5.63,3.23
2012,-36.17,-139.23
1984,-24.92,-46.11
1920,-21.7,-73.56
1835,23.31,42.82
1971,-40.99,-29.82
1826,-12.05,-77.26
1992,-37.78,-111.86
1832,-42.59,-13.09
1799,-28.13,-77.27
1956,-31.35,-103.66
1815,-32.95,6.7
1918,13.66,38.81
1953,32.95,69.89
1906,-15.27,-120.83
1962,-12.05,-8.22
1853,-39.38,-116.53
1805,-23.31,-88.25
1801,-32.95,6.7
1976,-36.17,-37.79
1916,-0.8,-103.66
1898,-40.99,-123.55
2004,-20.09,98.96
1805,-13.66,-80.09
1961,-15.27,-120.83
1965,-40.99,74.56
1884,-37.78,-111.86
1993,-23.31,-88.25
1752,-49.03,-2.45
1867,23.31,42.82
1933,-15.27,17.5
1949,-37.78,-26.44
2007,29.74,-31.38
1974,-37.78,-111.86
1986,8.84,-13.78
1866,-40.99,74.56
1914,-13.66,-80.09
1922,-15.27,17.5
1830,-12.05,-77.26
1908,-39.38,-116.53
1943,32.95,69.89
1961,-29.74,-107.08
1884,7.23,-112.7
1820,-24.92,-67.39
1800,-40.99,74.56
1946,-31.35,-118.74
1979,-34.56,-70.05
1951,18.48,-30.42
1890,-44.2,-125.22
1972,8.84,-13.78
1945,4.02,40.98
1999,-29.74,-31.38
1914,-7.23,-4.05
2002,-13.66,-99.91
1903,12.05,77.26
1984,-34.56,-136.22
1895,-28.13,-77.27
1958,-5.63,3.23
1987,-36.17,-59.67
1935,-2.41,-45.8
1839,20.09,44.36
1896,-32.95,6.7
2000,-15.27,-120.83
1867,-52.24,0.0
1887,-24.92,-46.11
1856,-49.03,-2.45
1974,-29.74,-31.38
1772,-42.59,87.27
1977,-39.38,-116.53
1934,15.27,47.5
1943,32.95,-18.19
2005,-18.48,-74.37
1930,-12.05,-77.26
1990,13.66,38.81
1875,-39.38,-33.29
1992,-23.31,-88.25
1863,-16.87,-95.44
1866,-34.56,-108.97
1902,-4.02,74.73
1815,-40.99,4.26
1836,-44.2,80.5
1961,-21.7,-73.56
1876,-28.13,-77.27
1937,-39.38,-33.29
1985,-39.38,-116.53
1920,-26.52,-75.22
1838,-45.81,-125.77
1865,-39.38,-33.29
1852,-39.38,-116.53
1926,-42.59,-13.09
1846,-0.8,-103.66
1966,23.31,42.82
1984,-31.35,-73.51
1899,20.09,44.36
1990,5.63,-106.55
1904,-15.27,-120.83
1907,-37.78,-111.86
1921,-20.09,98.96
1860,-23.31,-90.0
1953,-18.48,-72.68
1950,29.74,-31.38
1900,-23.31,-90.0
1924,-8.84,-38.11
1998,-2.41,-45.8
1883,-16.87,-78.7
1894,-49.03,-2.45
1845,-39.38,-116.53
1948,-31.35,-73.51
1829,-18.48,69.3
1903,7.23,-112.7
1778,-49.03,-2.45
1987,-10.45,-107.18
1817,-42.59,87.27
1983,-40.99,-123.55
1811,-37.78,-26.44
1955,-16.87,-78.7
1913,-18.48,-72.68
2008,-36.17,-139.23
1912,29.74,-31.38
1959,-12.05,-77.26
1964,-52.24,-13.14
2005,-23.31,-112.72
1870,-37.78,-26.44
1935,-13.66,-80.09
1880,23.31,42.82
1834,-37.78,-111.86
1977,-5.63,-3.23
2006,-36.17,-139.23
1768,-50.63,-31.69
1834,-18.48,-72.68
1945,-36.17,-37.79
1892,-15.27,17.5
1878,-23.31,-90.0
1949,-5.63,3.23
2007,-52.24,0.0
1947,-0.8,-103.66
1884,-13.66,-99.91
1939,37.78,-144.41
1829,-40.99,4.26
1878,7.23,-39.73
1900,37.78,-144.41
1940,-7.23,-4.05
1950,-28.13,-77.27
1857,-20.09,98.96
1919,23.31,42.82
1906,-31.35,-30.16
1950,-36.17,-117.35
1910,-23.31,-72.52
1855,-49.03,-2.45
1977,-21.7,-73.56
1880,-29.74,-107.08
1945,13.66,38.81
1934,-37.78,-26.44
1952,-23.31,-88.25
1979,-39.38,-120.69
1902,12.05,77.26
1858,-40.99,-123.55
1801,-37.78,-26.44
1910,-0.8,-103.66
1782,-39.38,-33.29
1798,-40.99,-29.82
1944,-31.35,-73.51
1849,-34.56,118.7
1846,-18.48,69.3
1978,-40.99,74.56
1896,-31.35,-73.51
2011,-5.63,-3.23
1948,-29.74,-31.38
1861,-24.92,-46.11
1944,-12.05,-8.22
1949,37.78,-144.41
1927,23.31,46.31
1937,-16.87,-95.44
1803,-13.66,-80.09
1961,-39.38,-116.53
1888,-23.31,-90.0
1846,-37.78,-113.9
1916,5.63,-106.55
1861,13.66,38.81
1943,-5.63,3.23
1894,8.84,-13.78
1902,-39.38,-33.29
1853,-29.74,-31.38
1984,-34.56,118.7
1857,23.31,42.82
1960,12.05,77.26
1943,15.27,47.5
1960,-29.74,-114.46
1927,-21.7,-78.75
1910,23.31,46.31
1932,-39.38,-33.29
1994,-34.56,118.7
1799,-16.87,-78.7
1938,-39.38,-120.69
1952,-16.87,-78.7
1875,-39.38,-33.29
1955,-12.05,-77.26
1928,20.09,44.36
1893,0.8,-36.16
1959,-15.27,17.5
1959,-5.63,-3.23
2012,-0.8,-103.66
1829,-24.92,-67.39
1822,-28.13,-77.27
1921,-15.27,17.5
1887,-23.31,-112.72
1992,4.02,40.98
1889,-26.52,-80.6
1877,-31.35,-73.51
1892,-24.92,-67.39
1974,32.95,69.89
1906,-21.7,-38.94
1984,-26.52,-80.6
1996,-16.87,-78.7
1846,-34.56,-136.22
1900,4.02,-15.27
2002,-18.48,-74.37
1871,34.56,-151.78
1993,-8.84,-38.11
1975,-28.13,-77.27
1870,7.23,-112.7
1851,-16.87,-78.7
2007,-37.78,-111.86
1979,7.23,-39.73
1913,15.27,47.5
1853,-20.09,98.96
1923,-18.48,-74.37
1935,15.27,47.5
1933,0.8,-36.16
1945,12.05,77.26
1927,-39.38,-120.69
1898,5.63,-106.55
1970,-31.35,-118.74
1901,13.66,38.81
1970,-23.31,-88.25
1843,-13.66,-99.91
1977,-44.2,80.5
1918,-23.31,-72.52
1762,-49.03,-2.45
1947,-4.02,76.34
1878,-52.24,-13.14
1883,34.56,-151.78
1939,-29.74,-31.38
1879,-15.27,17.5
1998,23.31,46.31
1987,-26.52,-75.22
1961,-21.7,-38.94
1933,-36.17,-59.67
1888,-37.78,-113.9
1850,-34.56,-136.22
1974,-23.31,-112.72
1980,37.78,-144.41
1842,-13.66,-80.09
1884,-37.78,-126.1
1767,-42.59,87.27
1886,-32.95,-45.0
1885,-15.27,17.5
1849,-34.56,-70.05
2012,-5.63,3.23
1854,-49.03,-2.45
2010,-23.31,-90.0
2000,-37.78,-111.86
1829,-16.87,-95.44
1972,-52.24,0.0
1821,-29.74,-31.38
1871,-45.81,-125.77
1757,-39.38,-33.29
1986,-16.87,-78.7
1989,-40.99,74.56
1953,-37.78,-113.9
2005,-13.66,-80.09
1986,-29.74,-31.38
1897,-31.35,-73.51
1897,23.31,46.31
1982,-31.35,-103.66
1981,-36.17,-37.79
2007,-21.7,-38.94
2012,-37.78,-26.44
1969,-49.03,-2.45
1982,15.27,47.5
1999,-13.66,-80.09
1940,-55.45,-36.85
1961,-23.31,-72.52
2007,-37.78,-26.44
1925,34.56,-151.78
1979,-21.7,-78.75
1885,18.48,-30.42
1894,-23.31,-112.72
1858,-24.92,-122.36
1823,-16.87,-95.44
1846,-31.35,-30.16
2007,-18.48,-72.68
1978,23.31,42.82
1844,-32.95,-45.0
1854,-13.66,-80.09
1854,34.56,-151.78
1878,-23.31,-112.72
1859,7.23,-39.73
1897,-36.17,-117.35
1939,-4.02,74.73
1936,-10.45,-107.18
2003,-44.2,-125.22
1883,-39.38,-116.53
1788,-60.27,-29.19
1851,-21.7,-78.75
1867,-39.38,-33.29
1874,-15.27,-120.83
1888,-32.95,6.7
1892,-42.59,87.27
1949,-18.48,-74.37
2009,-42.59,-13.09
1847,-55.45,-36.85
1882,-49.03,-2.45
1965,-29.74,-107.08
1892,-23.31,-88.25
1900,-13.66,-99.91
1883,23.31,46.31
1944,-26.52,-80.6
1887,-12.05,-77.26
1947,29.74,-31.38
1986,-36.17,-139.23
1860,-15.27,-120.83
1935,-24.92,-67.39
1953,-21.7,-78.75
1824,-21.7,-73.56
1911,4.02,40.98
1898,-44.2,80.5
1993,-12.05,-77.26
1855,-24.92,-122.36
1845,-12.05,-77.26
1897,-36.17,-59.67
1873,-18.48,-72.68
2013,-37.78,-113.9
1851,-24.92,-46.11
1907,-24.92,-46.11
1975,-13.66,-99.91
1982,-37.78,-113.9
2002,-34.56,-108.97
1948,-40.99,-29.82
1849,-23.31,-112.72
2001,-39.38,-116.53
1971,-0.8,-103.66
1960,-39.38,-120.69
1929,-29.74,-31.38
2002,23.31,42.82
1917,-24.92,-67.39
1840,-18.48,-72.68
1970,-40.99,74.56
1865,-36.17,-117.35
1945,-21.7,-38.94
1935,-7.23,-4.05
1966,-23.31,-112.72
1920,-40.99,-123.55
1884,-45.81,-125.77
2003,-13.66,-80.09
1920,-44.2,-125.22
1959,-52.24,-13.14
1975,-36.17,-59.67
1904,-40.99,-123.55
1824,-39.38,-116.53
1863,-16.87,-95.44
1974,-29.74,-107.08
1911,-40.99,4.26
1877,-34.56,-108.97
1837,-40.99,-123.55
1889,-44.2,-125.22
1860,-23.31,-88.25
1832,23.31,46.31
1956,5.63,-106.55
1817,-13.66,-99.91
2003,-13.66,-99.91
1959,29.74,-31.38
1930,-2.41,-45.8
1925,-8.84,-38.11
1882,8.84,-13.78
1971,18.48,-30.42
1942,-34.56,-70.05
1984,-34.56,-70.05
1901,-60.27,-29.19
1929,-55.45,-36.85
1980,-37.78,-126.1
1965,5.63,-106.55
1996,-39.38,-120.69
1930,-36.17,-139.23
1884,-40.99,-123.55
1885,-34.56,-136.22
1847,-23.31,-72.52
1941,-52.24,-13.14
1908,-29.74,-31.38
1978,8.84,-13.78
1896,-8.84,-38.11
1921,-34.56,-136.22
2004,-31.35,-73.51
1961,-24.92,-67.39
1985,-7.23,-4.05
1945,-39.38,-120.69
1980,-5.63,-3.23
1974,37.78,-144.41
1935,-37.78,-111.86
1984,-23.31,-90.0
1802,-44.2,80.5
1902,-36.17,-117.35
1893,32.95,-18.19
1771,-42.59,-13.09
1867,-39.38,-120.69
2012,-34.56,-70.05
1941,29.74,-31.38
1955,-24.92,-46.11
1847,34.56,-151.78
1886,-29.74,-114.46
1920,32.95,-18.19
1789,-60.27,-29.19
1872,-15.27,-32.5
2004,-34.56,-136.22
1956,-34.56,-136.22
1828,-21.7,-73.56
1985,-31.35,-120.63
1953,-12.05,-77.26
1980,7.23,-39.73
1934,-24.92,-46.11
1869,-42.59,87.27
1860,-12.05,-8.22
1984,-29.74,-114.46
1879,-26.52,-80.6
1912,34.56,-151.78
1893,-29.74,-114.46
1804,-37.78,-26.44
1989,23.31,46.31
1998,32.95,-18.19
1984,-34.56,118.7
1912,-12.05,-8.22
1855,-21.7,-78.75
1751,-42.59,87.27
1869,-37.78,-126.1
1991,-52.24,0.0
1824,-40.99,-29.82
2009,-12.05,-8.22
1756,-42.59,87.27
1851,-21.7,-78.75
1838,-29.74,-31.38
1919,-42.59,-13.09
1814,-40.99,4.26
1964,-28.13,-77.27
1886,-23.31,-90.0
1862,-55.45,-36.85
1866,-21.7,-78.75
1874,-21.7,-78.75
2013,-31.35,-103.66
1910,-34.56,-136.22
1911,37.78,-144.41
1918,-40.99,4.26
1882,20.09,44.36
1868,-36.17,-139.23
1855,7.23,-112.7
2000,37.78,-144.41
1959,-28.13,-77.27
1977,-29.74,-31.38
1948,-50.63,-31.69
1889,-29.74,-31.38
1922,-40.99,-29.82
1854,-32.95,-45.0
1871,-31.35,-73.51
1965,-39.38,-120.69
1800,-40.99,-29.82
1923,-29.74,-114.46
1999,-8.84,-38.11
1863,-39.38,-116.53
1961,15.27,47.5
1950,-36.17,-59.67
1946,-37.78,-111.86
1931,-26.52,-80.6
1989,-40.99,4.26
1869,-15.27,17.5
1853,-28.13,-77.27
1976,-37.78,-113.9
1924,-39.38,-120.69
1874,-15.27,-32.5
1941,-34.56,-70.05
1889,20.09,44.36
1992,-32.95,-45.0
1955,-7.23,-4.05
1881,-16.87,-95.44
1781,-42.59,-13.09
1977,-50.63,-31.69
1977,-13.66,-99.91
1958,-31.35,-73.51
1941,-23.31,-88.25
1914,-13.66,-80.09
1943,-31.35,-103.66
1939,-36.17,-59.67
1913,-39.38,-116.53
1807,-37.78,-26.44
1953,7.23,-39.73
1926,-39.38,-116.53
1944,-26.52,-80.6
1980,-29.74,-107.08
1958,7.23,-112.7
1973,5.63,-106.55
2011,13.66,38.81
1983,-45.81,72.69
1948,34.56,-151.78
1943,-4.02,76.34
1962,-10.45,-107.18
1936,-34.56,118.7
1845,-45.81,-125.77
1994,-15.27,-32.5
1971,-16.87,-95.44
1967,-0.8,-103.66
1912,-18.48,-72.68
1962,-44.2,80.5
1989,-15.27,17.5
1951,-44.2,-125.22
1939,-15.27,-120.83
1867,-16.87,-95.44
1970,0.8,-36.16
1933,-26.52,-75.22
2002,-0.8,-103.66
1990,-18.48,-74.37
1944,-2.41,-45.8
1882,-13.66,-80.09
1938,-37.78,-113.9
1962,-40.99,-29.82
1857,-45.81,72.69
2012,23.31,46.31
1940,-32.95,6.7
1958,-23.31,-88.25
1936,-36.17,-117.35
1946,-42.59,87.27
2005,18.48,-30.42
1927,18.48,-30.42
1889,18.48,-30.42
1921,15.27,47.5
1905,-23.31,-112.72
1864,-44.2,-125.22
1905,20.09,44.36
1860,-29.74,-114.46
1767,-45.81,72.69
1829,-28.13,-77.27
1988,-40.99,74.56
1962,-13.66,-80.09
1831,-60.27,-29.19
2001,-23.31,-88.25
2003,-15.27,-120.83
1977,-34.56,118.7
1972,4.02,-15.27
2001,7.23,-112.7
1943,-50.63,-31.69
1987,-16.87,-78.7
1897,20.09,44.36
1961,-8.84,-38.11
1872,-24.92,-46.11
1827,-52.24,-13.14
1964,-36.17,-37.79
1914,-49.03,-2.45
1931,-24.92,-46.11
1910,23.31,46.31
1808,-44.2,80.5
1862,-20.09,98.96
1997,-23.31,-112.72
1871,-34.56,-70.05
1993,-4.02,74.73
1977,-21.7,-73.56
1973,-49.03,-2.45
1845,-26.52,-80.6
2001,-21.7,-73.56
1851,-24.92,-122.36
1825,-28.13,-77.27
2004,-26.52,-75.22
1826,-28.13,-77.27
1913,-5.63,-3.23
1858,4.02,-15.27
1908,-31.35,-120.63
1925,-29.74,-31.38
1821,-21.7,-78.75
1828,-39.38,-116.53
1889,-52.24,-13.14
1882,-5.63,-3.23
1936,-37.78,-26.44
1945,-37.78,-111.86
1853,-21.7,-73.56
1802,-55.45,-36.85
1991,-4.02,76.34
1901,-36.17,-59.67
1915,-31.35,-103.66
1990,-26.52,-75.22
2009,4.02,40.98
1994,-10.45,-107.18
1847,-40.99,74.56
2013,-45.81,72.69
1901,-42.59,-13.09
1791,-44.2,80.5
1971,12.05,77.26
1930,-55.45,-36.85
1902,-31.35,-73.51
1840,-29.74,-107.08
1886,-39.38,-33.29
1960,-42.59,87.27
1894,-24.92,-67.39
2007,-42.59,87.27
1830,-40.99,4.26
1917,12.05,77.26
1863,-29.74,-114.46
1973,-29.74,-114.46
1849,-21.7,-73.56
1982,-16.87,-78.7
1971,-40.99,4.26
1823,-29.74,-31.38
1992,-16.87,-78.7
1896,-49.03,-2.45
1804,-52.24,-13.14
1970,-60.27,-29.19
1975,-40.99,4.26
1819,-24.92,-67.39
1877,13.66,38.81
1992,-12.05,-77.26
1955,5.63,-106.55
1915,-37.78,-111.86
2011,-16.87,-78.7
1890,-36.17,-117.35
1963,-37.78,-113.9
1816,-23.31,-72.52
1999,-18.48,-72.68
1848,-23.31,-88.25
1845,4.02,40.98
1965,-5.63,3.23
1941,34.56,-151.78
1890,-45.81,-125.77
1923,-18.48,-72.68
1882,-29.74,-31.38
1994,-40.99,4.26
1959,12.05,77.26
1978,-15.27,-32.5
1895,-13.66,-80.09
1876,-36.17,-59.67
1898,-39.38,-120.69
1876,-36.17,-59.67
1838,-26.52,-80.6
1774,-37.78,-26.44
1906,-39.38,-120.69
1888,5.63,-106.55
1934,-16.87,-95.44
1968,-23.31,-88.25
1891,-37.78,-126.1
1839,-40.99,4.26
2004,12.05,77.26
1865,29.74,-31.38
1775,-39.38,-33.29
2009,-28.13,-77.27
1943,15.27,47.5
2010,5.63,-106.55
1924,-39.38,-120.69
1950,7.23,-39.73
1912,18.48,-30.42
1934,-24.92,-122.36
1910,-31.35,-30.16
1975,32.95,-18.19
1893,-36.17,-59.67
1982,-26.52,-80.6
1875,-21.7,-73.56
1945,-60.27,-29.19
1990,37.78,-144.41
1883,-34.56,-136.22
1994,-13.66,-80.09
1893,23.31,46.31
1875,-37.78,-113.9
1834,-36.17,-37.79
1943,-18.48,-74.37
2008,-24.92,-122.36
1952,-23.31,-72.52
1889,32.95,69.89
1914,-29.74,-107.08
1919,-18.48,69.3
2002,-55.45,-36.85
1988,-32.95,-45.0
1991,-40.99,4.26
1927,-42.59,-13.09
1947,-32.95,-45.0
1893,-23.31,-88.25
1898,-16.87,-95.44
2009,-26.52,-80.6
1867,-45.81,72.69
1826,-29.74,-31.38
1954,-42.59,-13.09
1971,-15.27,-32.5
1855,-0.8,-103.66
1820,-42.59,-13.09
1926,-29.74,-31.38
1967,-23.31,-90.0
1885,-31.35,-103.66
1904,32.95,69.89
2011,8.84,-13.78
1889,-52.24,-13.14
2009,-18.48,-72.68
1955,4.02,-15.27
1888,-23.31,-90.0
1964,-55.45,-36.85
1895,-45.81,-125.77
1861,-42.59,87.27
1883,-31.35,-118.74
1830,-52.24,-13.14
1832,-45.81,-125.77
1984,-18.48,-72.68
1889,-23.31,-72.52
1861,-36.17,-139.23
1982,-26.52,-80.6
1860,-36.17,-117.35
1830,-24.92,-67.39
1987,-37.78,-126.1
1974,-44.2,80.5
1892,7.23,-112.7
1981,-13.66,-99.91
1918,-24.92,-46.11
1885,-45.81,72.69
1871,-45.81,-125.77
1853,-10.45,-107.18
1851,-39.38,-33.29
1855,-13.66,-99.91
2013,-13.66,-80.09
1885,-40.99,-123.55
1910,-49.03,-2.45
1813,-23.31,-88.25
1929,-29.74,-31.38
2003,-40.99,74.56
1856,15.27,47.5
1944,-2.41,-45.8
1881,-18.48,-74.37
1844,-52.24,0.0
1881,-50.63,-31.69
1962,-28.13,-77.27
1925,-39.38,-116.53
1933,-4.02,76.34
2004,-29.74,-107.08
1962,18.48,-30.42
1924,-26.52,-80.6
1984,-32.95,-45.0
1983,-4.02,76.34
2002,-50.63,-31.69
1919,-31.35,-30.16
1915,-13.66,-80.09
1875,-44.2,80.5
1997,15.27,47.5
1940,-18.48,-72.68
1953,4.02,-15.27
1992,-50.63,-31.69
1878,-42.59,87.27
1975,-5.63,3.23
1894,5.63,-106.55
1956,-26.52,-80.6
1879,-42.59,87.27
1801,-40.99,4.26
1990,-31.35,-30.16
1957,-31.35,-73.51
2006,-23.31,-112.72
1803,-32.95,6.7
1969,-31.35,-120.63
1897,-5.63,3.23
2007,-31.35,-118.74
1838,-13.66,-80.09
1759,-40.99,-29.82
1959,-42.59,-13.09
1983,-44.2,-125.22
1797,-37.78,-26.44
1904,-2.41,-45.8
1981,-8.84,-38.11
1977,-15.27,-120.83
1892,-16.87,-78.7
1866,34.56,-151.78
1906,0.8,-36.16
1862,-32.95,6.7
1837,-37.78,-111.86
1990,-49.03,-2.45
1964,-10.45,-107.18
1900,4.02,-15.27
1846,34.56,-151.78
1968,-40.99,74.56
1827,-18.48,-72.68
2006,-55.45,-36.85
1970,32.95,69.89
1829,-26.52,-80.6
1902,-44.2,-125.22
1946,37.78,-144.41
1881,-13.66,-99.91
1958,20.09,44.36
1921,-5.63,3.23
1976,-15.27,-32.5
1970,37.78,-144.41
1978,-34.56,-136.22
1847,-40.99,-29.82
1914,4.02,-15.27
1868,-0.8,-103.66
1925,-18.48,-72.68
1950,-40.99,4.26
1991,-45.81,-125.77
1934,-36.17,-139.23
1939,-13.66,-80.09
1821,-39.38,-116.53
1959,29.74,-31.38
1971,-37.78,-26.44
1969,4.02,40.98
1922,-34.56,-108.97
1845,-29.74,-107.08
1897,-34.56,-70.05
1849,4.02,40.98
1838,-20.09,98.96
1936,-29.74,-31.38
1933,-8.84,-38.11
1855,23.31,42.82
1899,-28.13,-77.27
1791,-50.63,-31.69
1931,-26.52,-80.6
1946,32.95,69.89
1945,4.02,40.98
1802,-40.99,-29.82
1907,0.8,-36.16
1928,-5.63,-3.23
1998,5.63,-106.55
1970,-34.56,-108.97
2005,-40.99,-123.55
1942,-44.2,80.5
1930,7.23,-112.7
1989,-23.31,-112.72
1970,-29.74,-114.46
1948,-18.48,-74.37
1829,-21.7,-78.75
1900,-42.59,87.27
1986,-31.35,-30.16
1930,5.63,-106.55
1945,-60.27,-29.19
1901,-32.95,6.7
1861,-23.31,-112.72
1898,7.23,-39.73
1847,-34.56,-136.22
1903,-31.35,-120.63
2012,-7.23,-4.05
1969,-18.48,69.3
2007,-21.7,-78.75
1824,-18.48,-74.37
1966,23.31,42.82
1839,-32.95,-45.0
2005,-42.59,87.27
1809,-50.63,-31.69
1908,-26.52,-75.22
1936,15.27,47.5
1886,-29.74,-31.38
1914,-7.23,-4.05
1865,-60.27,-29.19
1909,-16.87,-78.7
1974,-52.24,-13.14
1943,-39.38,-116.53
1868,-36.17,-117.35
1868,-45.81,72.69
1986,-10.45,-107.18
2007,32.95,-18.19
1972,-28.13,-77.27
1957,-26.52,-75.22
2008,7.23,-112.7
1855,37.78,-144.41
1992,-8.84,-38.11
1883,-13.66,-99.91
1932,-15.27,-120.83
1941,-42.59,87.27
1892,-23.31,-112.72
1901,-24.92,-122.36
1848,-13.66,-99.91
1943,-42.59,-13.09
1890,-49.03,-2.45
1952,7.23,-39.73
2000,-26.52,-80.6
1954,15.27,47.5
1881,-23.31,-88.25
1862,-42.59,87.27
1934,13.66,38.81
1789,-40.99,-29.82
1885,-24.92,-122.36
1847,-21.7,-73.56
2002,-26.52,-75.22
1942,-36.17,-59.67
1936,-15.27,-32.5
1879,-52.24,-13.14
1800,-49.03,-2.45
1989,-60.27,-29.19
1968,-8.84,-38.11
1955,-18.48,69.3
1920,7.23,-39.73
1983,-44.2,80.5
1851,-5.63,-3.23
1901,-34.56,-70.05
1873,-29.74,-107.08
1921,-29.74,-107.08
1911,32.95,-18.19
1901,-29.74,-114.46
1800,-23.31,-88.25
1854,-44.2,80.5
1920,-40.99,-29.82
1879,-32.95,6.7
1938,-12.05,-77.26
2001,-52.24,0.0
1951,5.63,-106.55
1910,-31.35,-118.74
1901,-31.35,-120.63
1887,-40.99,4.26
1842,-40.99,4.26
1877,-4.02,74.73
1917,-21.7,-78.75
1883,-39.38,-33.29
1995,-32.95,6.7
1960,-36.17,-139.23
1967,4.02,40.98
2008,-24.92,-122.36
2005,20.09,44.36
1879,-12.05,-8.22
1957,-37.78,-26.44
2000,18.48,-30.42
1860,-32.95,-45.0
1924,7.23,-39.73
1903,-24.92,-122.36
1936,29.74,-31.38
1978,-44.2,-125.22
2008,23.31,42.82
1958,23.31,42.82
2010,-50.63,-31.69
1983,-26.52,-80.6
1908,5.63,-106.55
1842,-34.56,-108.97
1866,-52.24,0.0
1993,-55.45,-36.85
1917,-55.45,-36.85
1841,-50.63,-31.69
1896,-39.38,-120.69
1945,-24.92,-67.39
1970,-40.99,4.26
1861,15.27,47.5
1835,-31.35,-103.66
1884,-29.74,-31.38
1873,-29.74,-31.38
1885,-18.48,-74.37
1896,-10.45,-107.18
1931,-16.87,-78.7
1910,-13.66,-80.09
1930,-45.81,72.69
1832,-42.59,-13.09
1898,-26.52,-75.22
1878,7.23,-112.7
1962,-29.74,-31.38
1953,-31.35,-103.66
1895,-52.24,-13.14
2009,-31.35,-30.16
1902,-7.23,-4.05
1935,7.23,-112.7
